# omega0=1, alpha=0.2
# theta0=-0.81, theta_dot0=0.1234
# t_start=0, t_end=100, h=0.0116355
#   t          x(t)                 v(t)       
4.153883619746850e+01 -6.586478720357444e+00 -1.609632917383166e+00
4.165519148093480e+01 -6.774618195313307e+00 -1.620345045993857e+00
4.177154676440111e+01 -6.962679585298421e+00 -1.608642071068140e+00
4.188790204786741e+01 -7.148193612508296e+00 -1.577040689104611e+00
4.200425733133372e+01 -7.329023696464454e+00 -1.528692992780504e+00
4.212061261480002e+01 -7.503421830410884e+00 -1.467072530089701e+00
4.223696789826633e+01 -7.670047782533284e+00 -1.395666914159260e+00
4.235332318173263e+01 -7.827955226140788e+00 -1.317722768774332e+00
4.246967846519894e+01 -7.976552550718036e+00 -1.236067873386626e+00
4.258603374866524e+01 -8.115547752157239e+00 -1.153014553138038e+00
4.270238903213155e+01 -8.244886324870603e+00 -1.070333315503655e+00
4.281874431559785e+01 -8.364689290689263e+00 -9.892782241533535e-01
4.293509959906416e+01 -8.475196228434390e+00 -9.106443577473414e-01
4.305145488253046e+01 -8.576716019219651e+00 -8.348405207088238e-01
4.316781016599677e+01 -8.669586316764082e+00 -7.619648322952314e-01
4.328416544946307e+01 -8.754141578297652e+00 -6.918753068457392e-01
4.340052073292938e+01 -8.830688797966927e+00 -6.242512202733307e-01
4.351687601639568e+01 -8.899489758496259e+00 -5.586436861443793e-01
4.363323129986199e+01 -8.960748538256331e+00 -4.945155212513714e-01
4.374958658332829e+01 -9.014603078849683e+00 -4.312713835876004e-01
4.386594186679460e+01 -9.061119759095371e+00 -3.682795515426355e-01
4.398229715026091e+01 -9.100290086845952e+00 -3.048867823252276e-01
4.409865243372721e+01 -9.132028782720392e+00 -2.404275892352153e-01
4.421500771719352e+01 -9.156172676446932e+00 -1.742291138223646e-01
4.433136300065982e+01 -9.172479963683259e+00 -1.056126074019132e-01
4.444771828412613e+01 -9.180629481903956e+00 -3.389242131291861e-02
4.456407356759243e+01 -9.180219765582956e+00 4.162663090294566e-02
4.468042885105874e+01 -9.170767744297654e+00 1.216526049335480e-01
4.479678413452504e+01 -9.151707066802201e+00 2.069093065960214e-01
4.491313941799135e+01 -9.122386187736121e+00 2.981371932135656e-01
4.502949470145765e+01 -9.082066564287420e+00 3.960901634600688e-01
4.514584998492396e+01 -9.029921605787282e+00 5.015252388993829e-01
4.526220526839026e+01 -8.965037432208872e+00 6.151809867025573e-01
4.537856055185657e+01 -8.886417060745915e+00 7.377391169553573e-01
4.549491583532287e+01 -8.792990376404449e+00 8.697621624910300e-01
4.561127111878918e+01 -8.683633145332458e+00 1.011598917798405e+00
4.572762640225548e+01 -8.557199320646175e+00 1.163249216340302e+00
4.584398168572179e+01 -8.412571758047928e+00 1.324182160469646e+00
