#  N              Simpsons               Milne         
2.506505032404872e+00  -8.501042048674313e+00  -8.431815493983407e+00
2.511883360978874e+00  -8.723893550207688e+00  -8.651896575410822e+00
2.517195897949974e+00  -8.721206319995996e+00  -8.926808692182291e+00
2.522444233506320e+00  -9.147574718420824e+00  -8.644573295116585e+00
2.527629900871339e+00  -8.536376075950709e+00  -8.642048580011933e+00
2.532754378992498e+00  -9.306540122252494e+00  -8.774601892937154e+00
2.537819095073274e+00  -9.108812404765446e+00  -8.494379844426005e+00
2.542825426959180e+00  -9.027803581999621e+00  -9.445515807296168e+00
2.547774705387822e+00  -8.521715201098926e+00  -8.659592178147175e+00
2.552668216112193e+00  -9.528045002754446e+00  -9.510372384325850e+00
2.557507201905658e+00  -8.498093468256734e+00  -9.485227024152707e+00
2.562292864456475e+00  -9.454072000993589e+00  -8.660793667906665e+00
2.567026366159060e+00  -9.184918508516285e+00  -8.450226386790678e+00
2.571708831808688e+00  -9.324800584217972e+00  -8.399223797047489e+00
2.576341350205793e+00  -8.082548842718898e+00  -8.552310431535687e+00
2.580924975675619e+00  -8.557881619988629e+00  -9.406149001460809e+00
2.585460729508501e+00  -8.907071143115321e+00  -8.920275739469004e+00
2.589949601325708e+00  -8.984414785832671e+00  -8.834175043670237e+00
2.594392550375427e+00  -8.530952306449812e+00  -8.353741542531575e+00
2.598790506763115e+00  -8.927364881968451e+00  -8.811790671013176e+00
2.603144372620182e+00  -9.496326557843464e+00  -8.397514743847726e+00
2.607455023214669e+00  -9.364023885845524e+00  -9.105151498471717e+00
2.611723308007342e+00  -9.561305071077593e+00  -8.704598711250245e+00
2.615950051656401e+00  -9.206036933978384e+00  -8.457727982474285e+00
2.620136054973758e+00  -8.728821206481120e+00  -8.624416914442207e+00
2.624282095835668e+00  -9.375113717219284e+00  -8.869748706974276e+00
2.628388930050312e+00  -8.900235377862703e+00  -8.946567765081102e+00
2.632457292184724e+00  -9.202914283928814e+00  -9.597482394345844e+00
2.636487896353366e+00  -9.403901919834553e+00  -8.650041383425675e+00
2.640481436970422e+00  -8.385930118691373e+00  -8.402340540087096e+00
2.644438589467839e+00  -8.952879676030914e+00  -1.000732666248964e+01
2.648360010980932e+00  -8.569451517799870e+00  -8.450306041255100e+00
2.652246341003323e+00  -9.100096020115611e+00  -8.437350273375637e+00
2.656098202012832e+00  -8.968719258343942e+00  -9.180448869183161e+00
2.659916200069850e+00  -8.886195163195977e+00  -8.608730430794846e+00
2.663700925389648e+00  -9.265145492696471e+00  -9.731750049716645e+00
2.667452952889954e+00  -8.917240017670578e+00  -9.128711935527951e+00
2.671172842715083e+00  -8.575491602746299e+00  -8.441099422934398e+00
2.674861140737812e+00  -8.791788239110666e+00  -9.547496259516517e+00
2.678518379040114e+00  -9.456506211814327e+00  -1.044914945450706e+01
2.682145076373832e+00  -8.772078967270481e+00  -8.758882854515058e+00
2.685741738602264e+00  -9.011201516093211e+00  -8.861827592382562e+00
2.689308859123620e+00  -9.359150208752672e+00  -8.889392612166990e+00
2.692846919277230e+00  -9.197613433110847e+00  -9.090430182689257e+00
2.696356388733332e+00  -8.918961302698630e+00  -8.710037930585388e+00
2.699837725867246e+00  -9.217861179557463e+00  -9.237459559295823e+00
