10 3.39791
20 4.86263
40 8.76438
80 9.24125
160 10.5573
320 17.2312
640 26.7561
1280 39.0553
2560 57.5112
5120 66.0883
10240 111.681
20480 146.636
40960 203.774
81920 288.386
