0.000000e+00  0.000000e+00
5.000000e-02  4.508154e-01
1.000000e-01  8.648348e-01
1.500000e-01  1.210222e+00
2.000000e-01  1.464134e+00
2.500000e-01  1.615117e+00
3.000000e-01  1.663545e+00
3.500000e-01  1.620195e+00
4.000000e-01  1.503423e+00
4.500000e-01  1.335648e+00
5.000000e-01  1.139840e+00
5.500000e-01  9.366284e-01
6.000000e-01  7.423743e-01
6.500000e-01  5.683140e-01
7.000000e-01  4.206420e-01
7.500000e-01  3.012671e-01
8.000000e-01  2.089260e-01
8.500000e-01  1.403685e-01
9.000000e-01  9.140669e-02
9.500000e-01  5.771384e-02
1.000000e+00  3.534382e-02
1.050000e+00  2.099889e-02
1.100000e+00  1.210680e-02
1.150000e+00  6.774861e-03
1.200000e+00  3.680324e-03
1.250000e+00  1.941124e-03
1.300000e+00  9.941716e-04
1.350000e+00  4.944960e-04
1.400000e+00  2.388935e-04
1.450000e+00  1.121057e-04
1.500000e+00  5.110588e-05
1.550000e+00  2.263432e-05
1.600000e+00  9.739754e-06
1.650000e+00  4.072307e-06
1.700000e+00  1.654514e-06
1.750000e+00  6.532217e-07
1.800000e+00  2.506297e-07
1.850000e+00  9.345560e-08
1.900000e+00  3.386859e-08
1.950000e+00  1.192956e-08
2.000000e+00  4.084154e-09
2.050000e+00  1.359079e-09
2.100000e+00  4.396075e-10
2.150000e+00  1.382215e-10
2.200000e+00  4.224616e-11
2.250000e+00  1.255194e-11
2.300000e+00  3.625402e-12
2.350000e+00  1.017964e-12
2.400000e+00  2.778744e-13
2.450000e+00  7.374153e-14
2.500000e+00  1.902528e-14
2.550000e+00  4.772134e-15
2.600000e+00  1.163760e-15
2.650000e+00  2.759242e-16
2.700000e+00  6.360597e-17
2.750000e+00  1.425585e-17
2.800000e+00  3.106571e-18
2.850000e+00  6.582138e-19
2.900000e+00  1.355986e-19
2.950000e+00  2.716132e-20
3.000000e+00  5.290026e-21
3.050000e+00  1.001799e-21
3.100000e+00  1.844686e-22
3.150000e+00  3.302843e-23
3.200000e+00  5.750162e-24
3.250000e+00  9.734251e-25
3.300000e+00  1.602354e-25
3.350000e+00  2.564784e-26
3.400000e+00  3.991929e-27
3.450000e+00  6.041672e-28
3.500000e+00  8.891529e-29
3.550000e+00  1.272458e-29
3.600000e+00  1.770763e-30
3.650000e+00  2.396238e-31
3.700000e+00  3.153220e-32
3.750000e+00  4.034925e-33
3.800000e+00  5.020833e-34
3.850000e+00  6.075432e-35
3.900000e+00  7.148938e-36
3.950000e+00  8.180329e-37
4.000000e+00  9.102626e-38
4.050000e+00  9.849881e-39
4.100000e+00  1.036491e-39
4.150000e+00  1.060648e-40
4.200000e+00  1.055482e-41
4.250000e+00  1.021421e-42
4.300000e+00  9.612466e-44
4.350000e+00  8.797160e-45
4.400000e+00  7.829410e-46
4.450000e+00  6.776349e-47
4.500000e+00  5.703533e-48
4.550000e+00  4.668472e-49
4.600000e+00  3.716117e-50
4.650000e+00  2.876663e-51
4.700000e+00  2.165582e-52
4.750000e+00  1.585431e-53
4.800000e+00  1.128777e-54
4.850000e+00  7.815526e-56
4.900000e+00  5.262575e-57
4.950000e+00  3.446113e-58
5.000000e+00  2.194586e-59
